region,sector,EXIOBASE_industry_code,Deforestation_area_ha,Deforestation_emissions_incl_peat_MtCO2,Deforestation_emissions_excl_peat_MtCO2
GR,"Manufacture of radio, television and communication equipment and apparatus (32)",i32,0,0,0
GR,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",i33,0,0,0
GR,"Manufacture of motor vehicles, trailers and semi-trailers (34)",i34,0,0,0
GR,Manufacture of other transport equipment (35),i35,0,0,0
GR,Manufacture of furniture; manufacturing n.e.c. (36),i36,0,0,0
GR,Recycling of waste and scrap,i37,0,0,0
GR,Recycling of bottles by direct reuse,i37.w.1,0,0,0
GR,Production of electricity by coal,i40.11.a,0,0,0
GR,Production of electricity by gas,i40.11.b,0,0,0
GR,Production of electricity by nuclear,i40.11.c,0,0,0
GR,Production of electricity by hydro,i40.11.d,0,0,0
GR,Production of electricity by wind,i40.11.e,0,0,0
GR,Production of electricity by petroleum and other oil derivatives,i40.11.f,0,0,0
GR,Production of electricity by biomass and waste,i40.11.g,0,0,0
GR,Production of electricity by solar photovoltaic,i40.11.h,0,0,0
GR,Production of electricity by solar thermal,i40.11.i,0,0,0
GR,"Production of electricity by tide, wave, ocean",i40.11.j,0,0,0
GR,Production of electricity by Geothermal,i40.11.k,0,0,0
GR,Production of electricity nec,i40.11.l,0,0,0
GR,Transmission of electricity,i40.12,0,0,0
GR,Distribution and trade of electricity,i40.13,0,0,0
GR,Manufacture of gas; distribution of gaseous fuels through mains,i40.2,0,0,0
GR,Steam and hot water supply,i40.3,0,0,0
GR,"Collection, purification and distribution of water (41)",i41,0,0,0
GR,Construction (45),i45,0,0,0
GR,Re-processing of secondary construction material into aggregates,i45.w,0,0,0
GR,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",i50.a,0,0,0
GR,Retail sale of automotive fuel,i50.b,0,0,0
GR,"Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)",i51,0,0,0
GR,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",i52,0,0,0
GR,Hotels and restaurants (55),i55,0,0,0
GR,Transport via railways,i60.1,0,0,0
GR,Other land transport,i60.2,0,0,0
GR,Transport via pipelines,i60.3,0,0,0
GR,Sea and coastal water transport,i61.1,0,0,0
GR,Inland water transport,i61.2,0,0,0
GR,Air transport (62),i62,0,0,0
GR,Supporting and auxiliary transport activities; activities of travel agencies (63),i63,0,0,0
GR,Post and telecommunications (64),i64,0,0,0
GR,"Financial intermediation, except insurance and pension funding (65)",i65,0,0,0
GR,"Insurance and pension funding, except compulsory social security (66)",i66,0,0,0
GR,Activities auxiliary to financial intermediation (67),i67,0,0,0
GR,Real estate activities (70),i70,0,0,0
GR,Renting of machinery and equipment without operator and of personal and household goods (71),i71,0,0,0
GR,Computer and related activities (72),i72,0,0,0
GR,Research and development (73),i73,0,0,0
GR,Other business activities (74),i74,0,0,0
GR,Public administration and defence; compulsory social security (75),i75,0,0,0
GR,Education (80),i80,0,0,0
GR,Health and social work (85),i85,0,0,0
GR,Incineration of waste: Food,i90.1.a,0,0,0
GR,Incineration of waste: Paper,i90.1.b,0,0,0
GR,Incineration of waste: Plastic,i90.1.c,0,0,0
GR,Incineration of waste: Metals and Inert materials,i90.1.d,0,0,0
GR,Incineration of waste: Textiles,i90.1.e,0,0,0
GR,Incineration of waste: Wood,i90.1.f,0,0,0
GR,Incineration of waste: Oil/Hazardous waste,i90.1.g,0,0,0
GR,"Biogasification of food waste, incl. land application",i90.2.a,0,0,0
GR,"Biogasification of paper, incl. land application",i90.2.b,0,0,0
GR,"Biogasification of sewage slugde, incl. land application",i90.2.c,0,0,0
GR,"Composting of food waste, incl. land application",i90.3.a,0,0,0
GR,"Composting of paper and wood, incl. land application",i90.3.b,0,0,0
GR,"Waste water treatment, food",i90.4.a,0,0,0
GR,"Waste water treatment, other",i90.4.b,0,0,0
GR,Landfill of waste: Food,i90.5.a,0,0,0
GR,Landfill of waste: Paper,i90.5.b,0,0,0
GR,Landfill of waste: Plastic,i90.5.c,0,0,0
GR,Landfill of waste: Inert/metal/hazardous,i90.5.d,0,0,0
GR,Landfill of waste: Textiles,i90.5.e,0,0,0
GR,Landfill of waste: Wood,i90.5.f,0,0,0
GR,Activities of membership organisation n.e.c. (91),i91,0,0,0
GR,"Recreational, cultural and sporting activities (92)",i92,0,0,0
GR,Other service activities (93),i93,0,0,0
GR,Private households with employed persons (95),i95,0,0,0
GR,Extra-territorial organizations and bodies,i99,0,0,0
HR,Cultivation of paddy rice,i01.a,0,0,0
HR,Cultivation of wheat,i01.b,0,0,0
HR,Cultivation of cereal grains nec,i01.c,0,0,0
HR,"Cultivation of vegetables, fruit, nuts",i01.d,0,0,0
HR,Cultivation of oil seeds,i01.e,0,0,0
HR,"Cultivation of sugar cane, sugar beet",i01.f,0,0,0
HR,Cultivation of plant-based fibers,i01.g,0,0,0
HR,Cultivation of crops nec,i01.h,0,0,0
HR,Cattle farming,i01.i,0,0,0
HR,Pigs farming,i01.j,0,0,0
HR,Poultry farming,i01.k,0,0,0
HR,Meat animals nec,i01.l,0,0,0
HR,Animal products nec,i01.m,0,0,0
HR,Raw milk,i01.n,0,0,0
HR,"Wool, silk-worm cocoons",i01.o,0,0,0
HR,"Manure treatment (conventional), storage and land application",i01.w.1,0,0,0
HR,"Manure treatment (biogas), storage and land application",i01.w.2,0,0,0
HR,"Forestry, logging and related service activities (02)",i02,0,0,0
HR,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",i05,0,0,0
HR,Mining of coal and lignite; extraction of peat (10),i10,0,0,0
HR,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",i11.a,0,0,0
HR,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",i11.b,0,0,0
HR,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials",i11.c,0,0,0
HR,Mining of uranium and thorium ores (12),i12,0,0,0
HR,Mining of iron ores,i13.1,0,0,0
HR,Mining of copper ores and concentrates,i13.20.11,0,0,0
HR,Mining of nickel ores and concentrates,i13.20.12,0,0,0
HR,Mining of aluminium ores and concentrates,i13.20.13,0,0,0
HR,Mining of precious metal ores and concentrates,i13.20.14,0,0,0
HR,"Mining of lead, zinc and tin ores and concentrates",i13.20.15,0,0,0
HR,Mining of other non-ferrous metal ores and concentrates,i13.20.16,0,0,0
HR,Quarrying of stone,i14.1,0,0,0
HR,Quarrying of sand and clay,i14.2,0,0,0
HR,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",i14.3,0,0,0
HR,Processing of meat cattle,i15.a,0,0,0
HR,Processing of meat pigs,i15.b,0,0,0
HR,Processing of meat poultry,i15.c,0,0,0
HR,Production of meat products nec,i15.d,0,0,0
HR,Processing vegetable oils and fats,i15.e,0,0,0
HR,Processing of dairy products,i15.f,0,0,0
HR,Processed rice,i15.g,0,0,0
HR,Sugar refining,i15.h,0,0,0
HR,Processing of Food products nec,i15.i,0,0,0
HR,Manufacture of beverages,i15.j,0,0,0
HR,Manufacture of fish products,i15.k,0,0,0
HR,Manufacture of tobacco products (16),i16,0,0,0
HR,Manufacture of textiles (17),i17,0,0,0
HR,Manufacture of wearing apparel; dressing and dyeing of fur (18),i18,0,0,0
HR,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)",i19,0,0,0
HR,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)",i20,0,0,0
HR,Re-processing of secondary wood material into new wood material,i20.w,0,0,0
HR,Pulp,i21.1,0,0,0
HR,Re-processing of secondary paper into new pulp,i21.w.1,0,0,0
HR,Paper,i21.2,0,0,0
HR,"Publishing, printing and reproduction of recorded media (22)",i22,0,0,0
HR,Manufacture of coke oven products,i23.1,0,0,0
HR,Petroleum Refinery,i23.2,0,0,0
HR,Processing of nuclear fuel,i23.3,0,0,0
HR,"Plastics, basic",i24.a,0,0,0
HR,Re-processing of secondary plastic into new plastic,i24.a.w,0,0,0
HR,N-fertiliser,i24.b,0,0,0
HR,P- and other fertiliser,i24.c,0,0,0
HR,Chemicals nec,i24.d,0,0,0
HR,Manufacture of rubber and plastic products (25),i25,0,0,0
HR,Manufacture of glass and glass products,i26.a,0,0,0
HR,Re-processing of secondary glass into new glass,i26.a.w,0,0,0
HR,Manufacture of ceramic goods,i26.b,0,0,0
HR,"Manufacture of bricks, tiles and construction products, in baked clay",i26.c,0,0,0
HR,"Manufacture of cement, lime and plaster",i26.d,0,0,0
HR,Re-processing of ash into clinker,i26.d.w,0,0,0
HR,Manufacture of other non-metallic mineral products n.e.c.,i26.e,0,0,0
HR,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,i27.a,0,0,0
HR,Re-processing of secondary steel into new steel,i27.a.w,0,0,0
HR,Precious metals production,i27.41,0,0,0
HR,Re-processing of secondary preciuos metals into new preciuos metals,i27.41.w,0,0,0
HR,Aluminium production,i27.42,0,0,0
HR,Re-processing of secondary aluminium into new aluminium,i27.42.w,0,0,0
HR,"Lead, zinc and tin production",i27.43,0,0,0
HR,"Re-processing of secondary lead into new lead, zinc and tin",i27.43.w,0,0,0
HR,Copper production,i27.44,0,0,0
HR,Re-processing of secondary copper into new copper,i27.44.w,0,0,0
HR,Other non-ferrous metal production,i27.45,0,0,0
HR,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals,i27.45.w,0,0,0
HR,Casting of metals,i27.5,0,0,0
HR,"Manufacture of fabricated metal products, except machinery and equipment (28)",i28,0,0,0
HR,Manufacture of machinery and equipment n.e.c. (29),i29,0,0,0
HR,Manufacture of office machinery and computers (30),i30,0,0,0
HR,Manufacture of electrical machinery and apparatus n.e.c. (31),i31,0,0,0
HR,"Manufacture of radio, television and communication equipment and apparatus (32)",i32,0,0,0
HR,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",i33,0,0,0
HR,"Manufacture of motor vehicles, trailers and semi-trailers (34)",i34,0,0,0
HR,Manufacture of other transport equipment (35),i35,0,0,0
HR,Manufacture of furniture; manufacturing n.e.c. (36),i36,0,0,0
HR,Recycling of waste and scrap,i37,0,0,0
HR,Recycling of bottles by direct reuse,i37.w.1,0,0,0
HR,Production of electricity by coal,i40.11.a,0,0,0
HR,Production of electricity by gas,i40.11.b,0,0,0
HR,Production of electricity by nuclear,i40.11.c,0,0,0
HR,Production of electricity by hydro,i40.11.d,0,0,0
HR,Production of electricity by wind,i40.11.e,0,0,0
HR,Production of electricity by petroleum and other oil derivatives,i40.11.f,0,0,0
HR,Production of electricity by biomass and waste,i40.11.g,0,0,0
HR,Production of electricity by solar photovoltaic,i40.11.h,0,0,0
HR,Production of electricity by solar thermal,i40.11.i,0,0,0
HR,"Production of electricity by tide, wave, ocean",i40.11.j,0,0,0
HR,Production of electricity by Geothermal,i40.11.k,0,0,0
HR,Production of electricity nec,i40.11.l,0,0,0
HR,Transmission of electricity,i40.12,0,0,0
HR,Distribution and trade of electricity,i40.13,0,0,0
HR,Manufacture of gas; distribution of gaseous fuels through mains,i40.2,0,0,0
HR,Steam and hot water supply,i40.3,0,0,0
HR,"Collection, purification and distribution of water (41)",i41,0,0,0
HR,Construction (45),i45,0,0,0
HR,Re-processing of secondary construction material into aggregates,i45.w,0,0,0
HR,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",i50.a,0,0,0
HR,Retail sale of automotive fuel,i50.b,0,0,0
HR,"Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)",i51,0,0,0
HR,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",i52,0,0,0
HR,Hotels and restaurants (55),i55,0,0,0
HR,Transport via railways,i60.1,0,0,0
HR,Other land transport,i60.2,0,0,0
HR,Transport via pipelines,i60.3,0,0,0
HR,Sea and coastal water transport,i61.1,0,0,0
HR,Inland water transport,i61.2,0,0,0
HR,Air transport (62),i62,0,0,0
HR,Supporting and auxiliary transport activities; activities of travel agencies (63),i63,0,0,0
HR,Post and telecommunications (64),i64,0,0,0
HR,"Financial intermediation, except insurance and pension funding (65)",i65,0,0,0
HR,"Insurance and pension funding, except compulsory social security (66)",i66,0,0,0
HR,Activities auxiliary to financial intermediation (67),i67,0,0,0
HR,Real estate activities (70),i70,0,0,0
HR,Renting of machinery and equipment without operator and of personal and household goods (71),i71,0,0,0
HR,Computer and related activities (72),i72,0,0,0
HR,Research and development (73),i73,0,0,0
HR,Other business activities (74),i74,0,0,0
HR,Public administration and defence; compulsory social security (75),i75,0,0,0
HR,Education (80),i80,0,0,0
HR,Health and social work (85),i85,0,0,0
HR,Incineration of waste: Food,i90.1.a,0,0,0
HR,Incineration of waste: Paper,i90.1.b,0,0,0
HR,Incineration of waste: Plastic,i90.1.c,0,0,0
HR,Incineration of waste: Metals and Inert materials,i90.1.d,0,0,0
HR,Incineration of waste: Textiles,i90.1.e,0,0,0
HR,Incineration of waste: Wood,i90.1.f,0,0,0
HR,Incineration of waste: Oil/Hazardous waste,i90.1.g,0,0,0
HR,"Biogasification of food waste, incl. land application",i90.2.a,0,0,0
HR,"Biogasification of paper, incl. land application",i90.2.b,0,0,0
HR,"Biogasification of sewage slugde, incl. land application",i90.2.c,0,0,0
HR,"Composting of food waste, incl. land application",i90.3.a,0,0,0
HR,"Composting of paper and wood, incl. land application",i90.3.b,0,0,0
HR,"Waste water treatment, food",i90.4.a,0,0,0
HR,"Waste water treatment, other",i90.4.b,0,0,0
HR,Landfill of waste: Food,i90.5.a,0,0,0
HR,Landfill of waste: Paper,i90.5.b,0,0,0
HR,Landfill of waste: Plastic,i90.5.c,0,0,0
HR,Landfill of waste: Inert/metal/hazardous,i90.5.d,0,0,0
HR,Landfill of waste: Textiles,i90.5.e,0,0,0
HR,Landfill of waste: Wood,i90.5.f,0,0,0
HR,Activities of membership organisation n.e.c. (91),i91,0,0,0
HR,"Recreational, cultural and sporting activities (92)",i92,0,0,0
HR,Other service activities (93),i93,0,0,0
HR,Private households with employed persons (95),i95,0,0,0
HR,Extra-territorial organizations and bodies,i99,0,0,0
HU,Cultivation of paddy rice,i01.a,0,0,0
HU,Cultivation of wheat,i01.b,0,0,0
HU,Cultivation of cereal grains nec,i01.c,0,0,0
HU,"Cultivation of vegetables, fruit, nuts",i01.d,0,0,0
HU,Cultivation of oil seeds,i01.e,0,0,0
HU,"Cultivation of sugar cane, sugar beet",i01.f,0,0,0
HU,Cultivation of plant-based fibers,i01.g,0,0,0
HU,Cultivation of crops nec,i01.h,0,0,0
HU,Cattle farming,i01.i,0,0,0
HU,Pigs farming,i01.j,0,0,0
HU,Poultry farming,i01.k,0,0,0
HU,Meat animals nec,i01.l,0,0,0
HU,Animal products nec,i01.m,0,0,0
HU,Raw milk,i01.n,0,0,0
HU,"Wool, silk-worm cocoons",i01.o,0,0,0
HU,"Manure treatment (conventional), storage and land application",i01.w.1,0,0,0
HU,"Manure treatment (biogas), storage and land application",i01.w.2,0,0,0
HU,"Forestry, logging and related service activities (02)",i02,0,0,0
HU,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",i05,0,0,0
HU,Mining of coal and lignite; extraction of peat (10),i10,0,0,0
HU,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",i11.a,0,0,0
HU,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",i11.b,0,0,0
HU,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials",i11.c,0,0,0
HU,Mining of uranium and thorium ores (12),i12,0,0,0
HU,Mining of iron ores,i13.1,0,0,0
HU,Mining of copper ores and concentrates,i13.20.11,0,0,0
HU,Mining of nickel ores and concentrates,i13.20.12,0,0,0
HU,Mining of aluminium ores and concentrates,i13.20.13,0,0,0
HU,Mining of precious metal ores and concentrates,i13.20.14,0,0,0
HU,"Mining of lead, zinc and tin ores and concentrates",i13.20.15,0,0,0
HU,Mining of other non-ferrous metal ores and concentrates,i13.20.16,0,0,0
HU,Quarrying of stone,i14.1,0,0,0
HU,Quarrying of sand and clay,i14.2,0,0,0
HU,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",i14.3,0,0,0
HU,Processing of meat cattle,i15.a,0,0,0
HU,Processing of meat pigs,i15.b,0,0,0
HU,Processing of meat poultry,i15.c,0,0,0
HU,Production of meat products nec,i15.d,0,0,0
HU,Processing vegetable oils and fats,i15.e,0,0,0
HU,Processing of dairy products,i15.f,0,0,0
HU,Processed rice,i15.g,0,0,0
HU,Sugar refining,i15.h,0,0,0
HU,Processing of Food products nec,i15.i,0,0,0
HU,Manufacture of beverages,i15.j,0,0,0
HU,Manufacture of fish products,i15.k,0,0,0
HU,Manufacture of tobacco products (16),i16,0,0,0
HU,Manufacture of textiles (17),i17,0,0,0
HU,Manufacture of wearing apparel; dressing and dyeing of fur (18),i18,0,0,0
HU,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)",i19,0,0,0
HU,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)",i20,0,0,0
HU,Re-processing of secondary wood material into new wood material,i20.w,0,0,0
HU,Pulp,i21.1,0,0,0
HU,Re-processing of secondary paper into new pulp,i21.w.1,0,0,0
HU,Paper,i21.2,0,0,0
HU,"Publishing, printing and reproduction of recorded media (22)",i22,0,0,0
HU,Manufacture of coke oven products,i23.1,0,0,0
HU,Petroleum Refinery,i23.2,0,0,0
HU,Processing of nuclear fuel,i23.3,0,0,0
HU,"Plastics, basic",i24.a,0,0,0
HU,Re-processing of secondary plastic into new plastic,i24.a.w,0,0,0
HU,N-fertiliser,i24.b,0,0,0
HU,P- and other fertiliser,i24.c,0,0,0
HU,Chemicals nec,i24.d,0,0,0
HU,Manufacture of rubber and plastic products (25),i25,0,0,0
HU,Manufacture of glass and glass products,i26.a,0,0,0
HU,Re-processing of secondary glass into new glass,i26.a.w,0,0,0
HU,Manufacture of ceramic goods,i26.b,0,0,0
HU,"Manufacture of bricks, tiles and construction products, in baked clay",i26.c,0,0,0
HU,"Manufacture of cement, lime and plaster",i26.d,0,0,0
HU,Re-processing of ash into clinker,i26.d.w,0,0,0
HU,Manufacture of other non-metallic mineral products n.e.c.,i26.e,0,0,0
HU,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,i27.a,0,0,0
HU,Re-processing of secondary steel into new steel,i27.a.w,0,0,0
HU,Precious metals production,i27.41,0,0,0
HU,Re-processing of secondary preciuos metals into new preciuos metals,i27.41.w,0,0,0
HU,Aluminium production,i27.42,0,0,0
HU,Re-processing of secondary aluminium into new aluminium,i27.42.w,0,0,0
HU,"Lead, zinc and tin production",i27.43,0,0,0
HU,"Re-processing of secondary lead into new lead, zinc and tin",i27.43.w,0,0,0
HU,Copper production,i27.44,0,0,0
HU,Re-processing of secondary copper into new copper,i27.44.w,0,0,0
HU,Other non-ferrous metal production,i27.45,0,0,0
HU,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals,i27.45.w,0,0,0
HU,Casting of metals,i27.5,0,0,0
HU,"Manufacture of fabricated metal products, except machinery and equipment (28)",i28,0,0,0
HU,Manufacture of machinery and equipment n.e.c. (29),i29,0,0,0
HU,Manufacture of office machinery and computers (30),i30,0,0,0
HU,Manufacture of electrical machinery and apparatus n.e.c. (31),i31,0,0,0
HU,"Manufacture of radio, television and communication equipment and apparatus (32)",i32,0,0,0
HU,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",i33,0,0,0
HU,"Manufacture of motor vehicles, trailers and semi-trailers (34)",i34,0,0,0
HU,Manufacture of other transport equipment (35),i35,0,0,0
HU,Manufacture of furniture; manufacturing n.e.c. (36),i36,0,0,0
HU,Recycling of waste and scrap,i37,0,0,0
HU,Recycling of bottles by direct reuse,i37.w.1,0,0,0
HU,Production of electricity by coal,i40.11.a,0,0,0
HU,Production of electricity by gas,i40.11.b,0,0,0
HU,Production of electricity by nuclear,i40.11.c,0,0,0
HU,Production of electricity by hydro,i40.11.d,0,0,0
HU,Production of electricity by wind,i40.11.e,0,0,0
HU,Production of electricity by petroleum and other oil derivatives,i40.11.f,0,0,0
HU,Production of electricity by biomass and waste,i40.11.g,0,0,0
HU,Production of electricity by solar photovoltaic,i40.11.h,0,0,0
HU,Production of electricity by solar thermal,i40.11.i,0,0,0
HU,"Production of electricity by tide, wave, ocean",i40.11.j,0,0,0
HU,Production of electricity by Geothermal,i40.11.k,0,0,0
HU,Production of electricity nec,i40.11.l,0,0,0
HU,Transmission of electricity,i40.12,0,0,0
HU,Distribution and trade of electricity,i40.13,0,0,0
HU,Manufacture of gas; distribution of gaseous fuels through mains,i40.2,0,0,0
HU,Steam and hot water supply,i40.3,0,0,0
HU,"Collection, purification and distribution of water (41)",i41,0,0,0
HU,Construction (45),i45,0,0,0
HU,Re-processing of secondary construction material into aggregates,i45.w,0,0,0
HU,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",i50.a,0,0,0
HU,Retail sale of automotive fuel,i50.b,0,0,0
HU,"Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)",i51,0,0,0
HU,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",i52,0,0,0
HU,Hotels and restaurants (55),i55,0,0,0
HU,Transport via railways,i60.1,0,0,0
HU,Other land transport,i60.2,0,0,0
HU,Transport via pipelines,i60.3,0,0,0
HU,Sea and coastal water transport,i61.1,0,0,0
HU,Inland water transport,i61.2,0,0,0
HU,Air transport (62),i62,0,0,0
HU,Supporting and auxiliary transport activities; activities of travel agencies (63),i63,0,0,0
HU,Post and telecommunications (64),i64,0,0,0
HU,"Financial intermediation, except insurance and pension funding (65)",i65,0,0,0
HU,"Insurance and pension funding, except compulsory social security (66)",i66,0,0,0
HU,Activities auxiliary to financial intermediation (67),i67,0,0,0
HU,Real estate activities (70),i70,0,0,0
HU,Renting of machinery and equipment without operator and of personal and household goods (71),i71,0,0,0
HU,Computer and related activities (72),i72,0,0,0
HU,Research and development (73),i73,0,0,0
HU,Other business activities (74),i74,0,0,0
HU,Public administration and defence; compulsory social security (75),i75,0,0,0
HU,Education (80),i80,0,0,0
HU,Health and social work (85),i85,0,0,0
HU,Incineration of waste: Food,i90.1.a,0,0,0
HU,Incineration of waste: Paper,i90.1.b,0,0,0
HU,Incineration of waste: Plastic,i90.1.c,0,0,0
HU,Incineration of waste: Metals and Inert materials,i90.1.d,0,0,0
HU,Incineration of waste: Textiles,i90.1.e,0,0,0
HU,Incineration of waste: Wood,i90.1.f,0,0,0
HU,Incineration of waste: Oil/Hazardous waste,i90.1.g,0,0,0
HU,"Biogasification of food waste, incl. land application",i90.2.a,0,0,0
HU,"Biogasification of paper, incl. land application",i90.2.b,0,0,0
HU,"Biogasification of sewage slugde, incl. land application",i90.2.c,0,0,0
HU,"Composting of food waste, incl. land application",i90.3.a,0,0,0
HU,"Composting of paper and wood, incl. land application",i90.3.b,0,0,0
HU,"Waste water treatment, food",i90.4.a,0,0,0
HU,"Waste water treatment, other",i90.4.b,0,0,0
HU,Landfill of waste: Food,i90.5.a,0,0,0
HU,Landfill of waste: Paper,i90.5.b,0,0,0
HU,Landfill of waste: Plastic,i90.5.c,0,0,0
HU,Landfill of waste: Inert/metal/hazardous,i90.5.d,0,0,0
HU,Landfill of waste: Textiles,i90.5.e,0,0,0
HU,Landfill of waste: Wood,i90.5.f,0,0,0
HU,Activities of membership organisation n.e.c. (91),i91,0,0,0
HU,"Recreational, cultural and sporting activities (92)",i92,0,0,0
HU,Other service activities (93),i93,0,0,0
HU,Private households with employed persons (95),i95,0,0,0
HU,Extra-territorial organizations and bodies,i99,0,0,0
IE,Cultivation of paddy rice,i01.a,0,0,0
IE,Cultivation of wheat,i01.b,0,0,0
IE,Cultivation of cereal grains nec,i01.c,0,0,0
IE,"Cultivation of vegetables, fruit, nuts",i01.d,0,0,0
IE,Cultivation of oil seeds,i01.e,0,0,0
IE,"Cultivation of sugar cane, sugar beet",i01.f,0,0,0
IE,Cultivation of plant-based fibers,i01.g,0,0,0
IE,Cultivation of crops nec,i01.h,0,0,0
IE,Cattle farming,i01.i,0,0,0
IE,Pigs farming,i01.j,0,0,0
IE,Poultry farming,i01.k,0,0,0
IE,Meat animals nec,i01.l,0,0,0
IE,Animal products nec,i01.m,0,0,0
IE,Raw milk,i01.n,0,0,0
IE,"Wool, silk-worm cocoons",i01.o,0,0,0
IE,"Manure treatment (conventional), storage and land application",i01.w.1,0,0,0
IE,"Manure treatment (biogas), storage and land application",i01.w.2,0,0,0
IE,"Forestry, logging and related service activities (02)",i02,0,0,0
IE,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",i05,0,0,0
IE,Mining of coal and lignite; extraction of peat (10),i10,0,0,0
IE,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",i11.a,0,0,0
IE,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",i11.b,0,0,0
IE,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials",i11.c,0,0,0
IE,Mining of uranium and thorium ores (12),i12,0,0,0
IE,Mining of iron ores,i13.1,0,0,0
IE,Mining of copper ores and concentrates,i13.20.11,0,0,0
IE,Mining of nickel ores and concentrates,i13.20.12,0,0,0
IE,Mining of aluminium ores and concentrates,i13.20.13,0,0,0
IE,Mining of precious metal ores and concentrates,i13.20.14,0,0,0
IE,"Mining of lead, zinc and tin ores and concentrates",i13.20.15,0,0,0
IE,Mining of other non-ferrous metal ores and concentrates,i13.20.16,0,0,0
IE,Quarrying of stone,i14.1,0,0,0
IE,Quarrying of sand and clay,i14.2,0,0,0
IE,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",i14.3,0,0,0
IE,Processing of meat cattle,i15.a,0,0,0
IE,Processing of meat pigs,i15.b,0,0,0
IE,Processing of meat poultry,i15.c,0,0,0
IE,Production of meat products nec,i15.d,0,0,0
IE,Processing vegetable oils and fats,i15.e,0,0,0
IE,Processing of dairy products,i15.f,0,0,0
IE,Processed rice,i15.g,0,0,0
IE,Sugar refining,i15.h,0,0,0
IE,Processing of Food products nec,i15.i,0,0,0
IE,Manufacture of beverages,i15.j,0,0,0
IE,Manufacture of fish products,i15.k,0,0,0
IE,Manufacture of tobacco products (16),i16,0,0,0
IE,Manufacture of textiles (17),i17,0,0,0
IE,Manufacture of wearing apparel; dressing and dyeing of fur (18),i18,0,0,0
IE,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)",i19,0,0,0
IE,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)",i20,0,0,0
IE,Re-processing of secondary wood material into new wood material,i20.w,0,0,0
IE,Pulp,i21.1,0,0,0
IE,Re-processing of secondary paper into new pulp,i21.w.1,0,0,0
IE,Paper,i21.2,0,0,0
IE,"Publishing, printing and reproduction of recorded media (22)",i22,0,0,0
IE,Manufacture of coke oven products,i23.1,0,0,0
IE,Petroleum Refinery,i23.2,0,0,0
IE,Processing of nuclear fuel,i23.3,0,0,0
IE,"Plastics, basic",i24.a,0,0,0
IE,Re-processing of secondary plastic into new plastic,i24.a.w,0,0,0
IE,N-fertiliser,i24.b,0,0,0
IE,P- and other fertiliser,i24.c,0,0,0
IE,Chemicals nec,i24.d,0,0,0
IE,Manufacture of rubber and plastic products (25),i25,0,0,0
IE,Manufacture of glass and glass products,i26.a,0,0,0
IE,Re-processing of secondary glass into new glass,i26.a.w,0,0,0
IE,Manufacture of ceramic goods,i26.b,0,0,0
IE,"Manufacture of bricks, tiles and construction products, in baked clay",i26.c,0,0,0
IE,"Manufacture of cement, lime and plaster",i26.d,0,0,0
IE,Re-processing of ash into clinker,i26.d.w,0,0,0
IE,Manufacture of other non-metallic mineral products n.e.c.,i26.e,0,0,0
